id lng lat
1 75.38231723655625 99.54964837748359
2 75.362366934008 99.55186451903555
3 75.30924207176065 99.6923151281526
4 75.23804901097907 99.79739189687892
5 75.20910423240615 99.91038345686208
6 75.49024104304232 99.50488231813472
7 75.44096954111832 99.54316880170796
8 75.50150394969441 99.49610217636705
9 75.37271850608495 99.48527474192768
10 81.81234729573855 98.71263281943118
11 81.7103966930442 98.79540042986812
12 81.74931662289124 98.92881215129405
13 81.4854852633732 98.83673674633904
14 81.32382243438273 98.83344419317618
15 81.00791622854095 98.87965602106135
16 80.92622300852352 98.92035915423168
17 80.83681316204867 99.01475623128876
18 80.6954869622197 99.25227384038014
19 80.69511054141701 99.35396307844853
20 80.73773524442836 99.49687254938273
21 80.7143080023596 99.58039997978028
22 80.62301605187086 99.65311052879353
23 80.5382223131356 99.66007554509955
24 80.42084836333729 99.642156457694
25 80.31542082112242 99.69377144974386
26 80.19986954047438 99.69750723121713
27 80.13555111224923 99.73000008759037
28 80.06171320003742 99.65162254803724
29 80.01954416431364 99.65628699835129
30 79.82380534685934 99.83124609734834
31 79.7503438554505 99.93220717462106
32 79.70092376636758 100.0
33 82.31643418554681 99.95434748403034
34 82.33540381284561 99.91554390076158
35 82.23382963095409 99.54212404926209
36 82.20511268602496 99.43620303613498
37 81.88346111003526 98.89478910194453
38 81.80108438908645 98.68392850980626
39 81.82844423796331 98.54202157909795
40 81.95933961923058 98.26131031585398
41 68.11681129975634 99.83478137077641
42 67.9683826337273 99.74388790798238
43 67.76265875918831 99.53475801686568
44 67.58944575503821 99.39920402527281
45 67.35516342853973 99.3072235978129
46 67.33717447649038 99.29453882569187
47 67.16380297937066 99.17236610785073
48 67.03207551001313 99.01568490012954
49 66.96239803825331 98.97498176695922
50 66.77255317810601 98.9560179271077
51 66.67633803974903 98.97442245504371
52 66.40163010019229 98.9612205832272
53 66.33693525116433 98.90090987384984
54 66.19311278706415 98.69386948762485
55 66.06523867802997 98.62837722823795
56 66.04861672784334 98.61983980673557
57 65.99820605770041 98.54202157909795
58 65.97477881563165 98.41239840442026
59 65.84138717009317 98.22182078400962
60 96.27565295388801 98.24609281053071
61 96.11210802088351 98.25494682368347
62 95.80088726345551 98.22306604450071
63 95.53455963966626 98.15411238307077
64 95.41084597108394 98.16498202973023
65 95.29490836382266 98.22137755569923
66 95.18864873351738 98.3376405627353
67 94.98051774700264 98.41481505401734
68 94.76981124973194 98.43880214805321
69 94.74721609575359 98.45091705520373
70 94.6977167601858 98.47757407215694
71 94.57860929353251 98.58984802439949
72 94.44838750738602 98.62527463006529
73 93.84734254342582 98.91029153975293
74 93.82194404504773 99.07433877987052
75 93.62877083253882 99.33491481415699
76 93.62159902566442 99.34453920032536
77 93.60738418745369 99.5853915747997
78 93.44256140488166 99.67383672883156
79 93.34226507255768 99.76530005659599
80 93.31445946220369 99.82045032207392
81 93.33395409746423 99.86264143600062
82 82.09333551921553 98.19340140686992
83 82.14683680226571 98.14670413845437
84 84.34873009984571 98.52769053039546
85 84.3034605454041 98.5385601770549
86 84.11867755447325 98.51524847853965
