action id edge_id distance d1 d2 d3 d4 d5 d6 d7 d8 d9 d10
1 1 4249 0.17971724971014313 0.49690479802363846 0.4678214787691854 0.5063825424702476 0.4944931096068035 0.46430354294340404 0.4606162051944719 0.4411072673695781 0.5311827276578457 0.44394823333292743 0.5325601147402451 
1 2 2495 0.14803047862566188 0.04190308032667846 0.044327117493764466 0.03873522428401915 0.03715990475328459 0.04363139767821473 0.04113899645154135 0.0426266388029066 0.0438261104071477 0.042095938009233905 0.04472768011458427 
1 3 6208 0.1938277429489671 0.23664957580957996 0.23287432163337282 0.2336858920970067 0.24970347596245548 0.2492928087969087 0.2541690935746617 0.25096875418289344 0.2243780373741132 0.25167588427032417 0.22738377441326785 
1 4 16643 0.3033464996392067 0.42725367370715017 0.5071684713317255 0.4426996597083195 0.442345368228629 0.45047084604317933 0.42265877962429554 0.38461527554283464 0.4542305927189056 0.4714596256757045 0.4193933953583229 
1 5 3825 0.09857475546405647 0.16966378697193504 0.16983042860168995 0.15301640434172784 0.15887410909803296 0.14756444345823258 0.16565261237183887 0.16073572065625583 0.17515840304604838 0.14973883804969812 0.166770594623371 
1 6 18347 0.25967142977530944 0.4968068197451199 0.4449190317166142 0.36790535050080925 0.4497357247149867 0.4502079025776574 0.5114791680621887 0.4016184344951661 0.42810602263530506 0.3776297837133771 0.4011023527251135 
1 7 8631 0.1138454461127647 0.8551697801874221 0.856617935538193 0.9846742449785071 0.862959577052404 0.8336074110295735 0.8375726151906278 0.8219772714588911 0.848158994930888 0.8553212225533097 0.844801581863028 
1 8 4623 0.8771645494920141 0.30759328956197146 0.36967878541379584 0.343445263433572 0.4018149972309811 0.35626537676390874 0.34511504595743847 0.3935603342776789 0.33704647013853367 0.3245257051356769 0.34740631494838664 
1 9 37 0.89426689463496 0.20804673817539224 0.23720067373815487 0.2185150979737288 0.21075213058729644 0.2256574208127253 0.26043986331507885 0.2456328261221729 0.22515865836810656 0.21291037208242472 0.2451987014006043 
1 10 19100 0.4226905562049884 0.670851885838569 0.6924148998615354 0.6927709652430629 0.6727896323708388 0.6261679788578557 0.6996526746566291 0.6860380835562957 0.7867493641748771 0.6066089846403862 0.5833234083872532 
1 11 4229 0.8435575160981008 0.7617432116364157 0.688882593461645 0.6008474990728175 0.7200346541573777 0.6675128344946092 0.653834723014433 0.6034757335573455 0.6669118633026452 0.748881743056167 0.7970509092074849 
